Model,TBS2204B
Firmware Version,v1.32.139

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.002
Sample Interval,1.6e-07
Filter Frequency,2e+08
Record Length,200000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.05
Label,
TIME,CH3
5.41312e-03,0.144344
5.41328e-03,0.14475
5.41344e-03,0.144461
5.41360e-03,0.143586
5.41376e-03,0.142898
5.41392e-03,0.142953
5.41408e-03,0.144188
5.41424e-03,0.144164
5.41440e-03,0.144109
5.41456e-03,0.144969
5.41472e-03,0.144258
5.41488e-03,0.144234
5.41504e-03,0.144555
5.41520e-03,0.144805
5.41536e-03,0.145359
5.41552e-03,0.145781
5.41568e-03,0.146945
5.41584e-03,0.147523
5.41600e-03,0.147578
5.41616e-03,0.148359
5.41632e-03,0.149859
5.41648e-03,0.150766
5.41664e-03,0.150992
5.41680e-03,0.15182
5.41696e-03,0.153102
5.41712e-03,0.154539
5.41728e-03,0.155969
5.41744e-03,0.156781
5.41760e-03,0.157078
5.41776e-03,0.158086
5.41792e-03,0.159398
5.41808e-03,0.160586
5.41824e-03,0.161656
5.41840e-03,0.162148
5.41856e-03,0.163008
5.41872e-03,0.16432
5.41888e-03,0.164789
5.41904e-03,0.165508
5.41920e-03,0.165328
5.41936e-03,0.164859
5.41952e-03,0.16532
5.41968e-03,0.166008
5.41984e-03,0.165578
5.42000e-03,0.164641
5.42016e-03,0.164781
5.42032e-03,0.164211
5.42048e-03,0.163234
5.42064e-03,0.162352
5.42080e-03,0.161672
5.42096e-03,0.160625
5.42112e-03,0.159461
5.42128e-03,0.15893
5.42144e-03,0.157984
5.42160e-03,0.156203
5.42176e-03,0.154188
5.42192e-03,0.153156
5.42208e-03,0.153141
5.42224e-03,0.151813
5.42240e-03,0.150828
5.42256e-03,0.149992
5.42272e-03,0.148719
5.42288e-03,0.148594
5.42304e-03,0.147914
5.42320e-03,0.147047
5.42336e-03,0.147
5.42352e-03,0.146578
5.42368e-03,0.146023
5.42384e-03,0.145289
5.42400e-03,0.145328
5.42416e-03,0.145484
5.42432e-03,0.145227
5.42448e-03,0.145289
5.42464e-03,0.145242
5.42480e-03,0.145172
5.42496e-03,0.1455
5.42512e-03,0.145836
5.42528e-03,0.145891
5.42544e-03,0.145695
5.42560e-03,0.146148
5.42576e-03,0.146961
5.42592e-03,0.147141
5.42608e-03,0.147406
5.42624e-03,0.146766
5.42640e-03,0.146898
5.42656e-03,0.147742
5.42672e-03,0.148164
5.42688e-03,0.14875
5.42704e-03,0.149188
5.42720e-03,0.149922
5.42736e-03,0.15068
5.42752e-03,0.150945
5.42768e-03,0.150922
5.42784e-03,0.150773
5.42800e-03,0.150992
5.42816e-03,0.15175
5.42832e-03,0.152078
5.42848e-03,0.152328
5.42864e-03,0.152828
5.42880e-03,0.152922
5.42896e-03,0.152922
5.42912e-03,0.153
5.42928e-03,0.153477
5.42944e-03,0.153695
5.42960e-03,0.154078
5.42976e-03,0.154836
5.42992e-03,0.154977
5.43008e-03,0.155156
5.43024e-03,0.155563
5.43040e-03,0.15582
5.43056e-03,0.155664
5.43072e-03,0.156234
5.43088e-03,0.157
5.43104e-03,0.157
5.43120e-03,0.156797
5.43136e-03,0.156578
5.43152e-03,0.155875
5.43168e-03,0.155328
5.43184e-03,0.155031
5.43200e-03,0.154805
5.43216e-03,0.154508
5.43232e-03,0.1535
5.43248e-03,0.152688
5.43264e-03,0.15168
5.43280e-03,0.150078
5.43296e-03,0.149086
5.43312e-03,0.148422
5.43328e-03,0.14775
5.43344e-03,0.147109
5.43360e-03,0.146719
5.43376e-03,0.145922
5.43392e-03,0.144531
5.43408e-03,0.144016
5.43424e-03,0.144469
5.43440e-03,0.144023
5.43456e-03,0.143016
5.43472e-03,0.142789
5.43488e-03,0.142805
5.43504e-03,0.143039
5.43520e-03,0.142695
5.43536e-03,0.142656
5.43552e-03,0.14318
5.43568e-03,0.143953
5.43584e-03,0.144594
5.43600e-03,0.144828
5.43616e-03,0.144789
5.43632e-03,0.144938
5.43648e-03,0.145719
5.43664e-03,0.146234
5.43680e-03,0.146664
5.43696e-03,0.147234
5.43712e-03,0.147813
5.43728e-03,0.148773
5.43744e-03,0.150195
5.43760e-03,0.151
5.43776e-03,0.151555
5.43792e-03,0.152719
5.43808e-03,0.153703
5.43824e-03,0.154539
5.43840e-03,0.156008
5.43856e-03,0.157414
5.43872e-03,0.158039
5.43888e-03,0.158641
5.43904e-03,0.159945
5.43920e-03,0.161563
5.43936e-03,0.162719
5.43952e-03,0.163289
5.43968e-03,0.163477
5.43984e-03,0.164281
5.44000e-03,0.165
5.44016e-03,0.164773
5.44032e-03,0.164656
5.44048e-03,0.164992
5.44064e-03,0.164953
5.44080e-03,0.164602
5.44096e-03,0.164758
5.44112e-03,0.164188
5.44128e-03,0.163828
5.44144e-03,0.1635
5.44160e-03,0.16268
5.44176e-03,0.16182
5.44192e-03,0.159992
5.44208e-03,0.158977
5.44224e-03,0.15825
5.44240e-03,0.156945
5.44256e-03,0.155688
5.44272e-03,0.154516
5.44288e-03,0.1535
5.44304e-03,0.152133
5.44320e-03,0.15132
5.44336e-03,0.150219
5.44352e-03,0.149031
5.44368e-03,0.148766
5.44384e-03,0.147781
5.44400e-03,0.147203
5.44416e-03,0.146672
5.44432e-03,0.146141
5.44448e-03,0.146313
5.44464e-03,0.145648
5.44480e-03,0.145227
5.44496e-03,0.145398
5.44512e-03,0.145172
5.44528e-03,0.145102
5.44544e-03,0.145242
5.44560e-03,0.145156
5.44576e-03,0.145406
5.44592e-03,0.145516
5.44608e-03,0.145664
5.44624e-03,0.146539
5.44640e-03,0.146438
5.44656e-03,0.146453
5.44672e-03,0.146578
5.44688e-03,0.146578
5.44704e-03,0.14682
5.44720e-03,0.147094
5.44736e-03,0.147836
5.44752e-03,0.147789
5.44768e-03,0.148281
5.44784e-03,0.149266
5.44800e-03,0.149805
5.44816e-03,0.150211
5.44832e-03,0.150617
5.44848e-03,0.150594
5.44864e-03,0.150344
5.44880e-03,0.150734
5.44896e-03,0.150984
5.44912e-03,0.151555
5.44928e-03,0.151734
5.44944e-03,0.15207
5.44960e-03,0.152063
5.44976e-03,0.152156
5.44992e-03,0.152789
5.45008e-03,0.152805
5.45024e-03,0.153234
5.45040e-03,0.153711
5.45056e-03,0.15407
5.45072e-03,0.154563
5.45088e-03,0.154945
5.45104e-03,0.15518
5.45120e-03,0.156172
5.45136e-03,0.156797
5.45152e-03,0.156844
5.45168e-03,0.156945
5.45184e-03,0.156727
5.45200e-03,0.156555
5.45216e-03,0.156617
5.45232e-03,0.156703
5.45248e-03,0.156
5.45264e-03,0.155141
5.45280e-03,0.154891
5.45296e-03,0.154898
5.45312e-03,0.154656
5.45328e-03,0.153648
5.45344e-03,0.152156
5.45360e-03,0.151242
5.45376e-03,0.150977
5.45392e-03,0.149875
5.45408e-03,0.149
5.45424e-03,0.148
5.45440e-03,0.147
5.45456e-03,0.146695
5.45472e-03,0.145711
5.45488e-03,0.144789
5.45504e-03,0.144734
5.45520e-03,0.144586
5.45536e-03,0.144156
5.45552e-03,0.143555
5.45568e-03,0.142594
5.45584e-03,0.142367
5.45600e-03,0.142781
5.45616e-03,0.143352
5.45632e-03,0.143352
5.45648e-03,0.143727
5.45664e-03,0.144281
5.45680e-03,0.144555
5.45696e-03,0.145
5.45712e-03,0.144766
5.45728e-03,0.145297
5.45744e-03,0.145734
5.45760e-03,0.146188
5.45776e-03,0.147
5.45792e-03,0.147563
5.45808e-03,0.148539
5.45824e-03,0.148836
5.45840e-03,0.149844
5.45856e-03,0.150922
5.45872e-03,0.151273
5.45888e-03,0.152352
5.45904e-03,0.153414
5.45920e-03,0.154648
5.45936e-03,0.15557
5.45952e-03,0.156352
5.45968e-03,0.157219
5.45984e-03,0.158203
5.46000e-03,0.159586
5.46016e-03,0.161352
5.46032e-03,0.162766
5.46048e-03,0.162984
5.46064e-03,0.16375
5.46080e-03,0.164055
5.46096e-03,0.163859
5.46112e-03,0.164586
5.46128e-03,0.16525
5.46144e-03,0.164945
5.46160e-03,0.16443
5.46176e-03,0.164469
5.46192e-03,0.164031
5.46208e-03,0.164266
5.46224e-03,0.164
5.46240e-03,0.16275
5.46256e-03,0.16207
5.46272e-03,0.160563
5.46288e-03,0.159375
5.46304e-03,0.159148
5.46320e-03,0.158094
5.46336e-03,0.156828
5.46352e-03,0.155969
5.46368e-03,0.154289
5.46384e-03,0.152766
5.46400e-03,0.151945
5.46416e-03,0.151234
5.46432e-03,0.150266
5.46448e-03,0.149508
5.46464e-03,0.148641
5.46480e-03,0.147813
5.46496e-03,0.147414
5.46512e-03,0.146758
5.46528e-03,0.146672
5.46544e-03,0.146477
5.46560e-03,0.146102
5.46576e-03,0.145875
5.46592e-03,0.145336
5.46608e-03,0.144984
5.46624e-03,0.145
5.46640e-03,0.144773
5.46656e-03,0.145008
5.46672e-03,0.145281
5.46688e-03,0.145031
5.46704e-03,0.145219
5.46720e-03,0.145922
5.46736e-03,0.146258
5.46752e-03,0.146102
5.46768e-03,0.146523
5.46784e-03,0.147117
5.46800e-03,0.147156
5.46816e-03,0.14718
5.46832e-03,0.147602
5.46848e-03,0.14743
5.46864e-03,0.147484
5.46880e-03,0.1485
5.46896e-03,0.148969
5.46912e-03,0.148961
5.46928e-03,0.149555
5.46944e-03,0.150094
5.46960e-03,0.150328
5.46976e-03,0.150773
5.46992e-03,0.150984
5.47008e-03,0.151063
5.47024e-03,0.151406
5.47040e-03,0.151773
5.47056e-03,0.152063
5.47072e-03,0.152516
5.47088e-03,0.152891
5.47104e-03,0.15282
5.47120e-03,0.152813
5.47136e-03,0.153945
5.47152e-03,0.154695
5.47168e-03,0.154188
5.47184e-03,0.154602
5.47200e-03,0.155656
5.47216e-03,0.155633
5.47232e-03,0.15518
5.47248e-03,0.155813
5.47264e-03,0.156336
5.47280e-03,0.157055
5.47296e-03,0.157031
5.47312e-03,0.156266
5.47328e-03,0.156055
5.47344e-03,0.155359
5.47360e-03,0.155258
5.47376e-03,0.155227
5.47392e-03,0.154484
5.47408e-03,0.153484
5.47424e-03,0.152992
5.47440e-03,0.152781
5.47456e-03,0.152086
5.47472e-03,0.150867
5.47488e-03,0.149922
5.47504e-03,0.149141
5.47520e-03,0.147844
5.47536e-03,0.14693
5.47552e-03,0.1465
5.47568e-03,0.146023
5.47584e-03,0.145406
5.47600e-03,0.145008
5.47616e-03,0.143992
5.47632e-03,0.143047
5.47648e-03,0.143055
5.47664e-03,0.143195
5.47680e-03,0.143125
5.47696e-03,0.14293
5.47712e-03,0.142695
5.47728e-03,0.142953
5.47744e-03,0.144125
5.47760e-03,0.144867
5.47776e-03,0.144508
5.47792e-03,0.144469
5.47808e-03,0.144961
5.47824e-03,0.145055
5.47840e-03,0.145195
5.47856e-03,0.146125
5.47872e-03,0.146797
5.47888e-03,0.147758
5.47904e-03,0.148992
5.47920e-03,0.149047
5.47936e-03,0.149859
5.47952e-03,0.150969
5.47968e-03,0.151852
5.47984e-03,0.152828
5.48000e-03,0.154328
5.48016e-03,0.155242
5.48032e-03,0.155914
5.48048e-03,0.156938
5.48064e-03,0.158031
5.48080e-03,0.159086
5.48096e-03,0.159516
5.48112e-03,0.160711
5.48128e-03,0.162289
5.48144e-03,0.163
5.48160e-03,0.1635
5.48176e-03,0.164273
5.48192e-03,0.164375
5.48208e-03,0.164859
5.48224e-03,0.164969
5.48240e-03,0.164633
5.48256e-03,0.164883
5.48272e-03,0.164938
5.48288e-03,0.164477
5.48304e-03,0.163563
5.48320e-03,0.163047
5.48336e-03,0.162922
5.48352e-03,0.162055
5.48368e-03,0.161148
5.48384e-03,0.160219
5.48400e-03,0.159219
5.48416e-03,0.158188
5.48432e-03,0.156695
5.48448e-03,0.155523
5.48464e-03,0.154063
5.48480e-03,0.15307
5.48496e-03,0.152297
5.48512e-03,0.151375
5.48528e-03,0.150313
5.48544e-03,0.149211
5.48560e-03,0.148875
5.48576e-03,0.148406
5.48592e-03,0.147516
5.48608e-03,0.147008
5.48624e-03,0.146797
5.48640e-03,0.146781
5.48656e-03,0.146273
5.48672e-03,0.145289
5.48688e-03,0.145008
5.48704e-03,0.145422
5.48720e-03,0.145445
5.48736e-03,0.145023
5.48752e-03,0.145008
5.48768e-03,0.144789
5.48784e-03,0.144852
5.48800e-03,0.146086
5.48816e-03,0.146352
5.48832e-03,0.146117
5.48848e-03,0.145969
5.48864e-03,0.146
5.48880e-03,0.14668
5.48896e-03,0.146867
5.48912e-03,0.147234
5.48928e-03,0.146859
5.48944e-03,0.147133
5.48960e-03,0.148508
5.48976e-03,0.149008
5.48992e-03,0.149148
5.49008e-03,0.149492
5.49024e-03,0.149539
5.49040e-03,0.150188
5.49056e-03,0.150445
5.49072e-03,0.150195
5.49088e-03,0.150633
5.49104e-03,0.150867
5.49120e-03,0.151352
5.49136e-03,0.151992
5.49152e-03,0.152641
5.49168e-03,0.153
5.49184e-03,0.152797
5.49200e-03,0.152828
5.49216e-03,0.153219
5.49232e-03,0.154008
5.49248e-03,0.154789
5.49264e-03,0.155
5.49280e-03,0.155234
5.49296e-03,0.155219
5.49312e-03,0.155211
5.49328e-03,0.156195
5.49344e-03,0.157
5.49360e-03,0.156586
5.49376e-03,0.156586
5.49392e-03,0.156555
5.49408e-03,0.156516
5.49424e-03,0.156102
5.49440e-03,0.155906
5.49456e-03,0.155781
5.49472e-03,0.154992
5.49488e-03,0.154273
5.49504e-03,0.153859
5.49520e-03,0.153359
5.49536e-03,0.152344
5.49552e-03,0.151523
5.49568e-03,0.150766
5.49584e-03,0.149805
5.49600e-03,0.148688
5.49616e-03,0.14775
5.49632e-03,0.147055
5.49648e-03,0.146539
5.49664e-03,0.146539
5.49680e-03,0.145992
5.49696e-03,0.145008
5.49712e-03,0.145008
5.49728e-03,0.143797
5.49744e-03,0.142992
5.49760e-03,0.143195
5.49776e-03,0.142586
5.49792e-03,0.142039
5.49808e-03,0.142227
5.49824e-03,0.142547
5.49840e-03,0.143008
5.49856e-03,0.143773
5.49872e-03,0.144461
5.49888e-03,0.14507
5.49904e-03,0.144781
5.49920e-03,0.144813
5.49936e-03,0.14618
5.49952e-03,0.146719
5.49968e-03,0.146703
5.49984e-03,0.147875
5.50000e-03,0.148648
5.50016e-03,0.148758
5.50032e-03,0.149836
5.50048e-03,0.150836
5.50064e-03,0.151992
5.50080e-03,0.152992
5.50096e-03,0.154219
5.50112e-03,0.155445
5.50128e-03,0.156219
5.50144e-03,0.156781
5.50160e-03,0.157789
5.50176e-03,0.159047
5.50192e-03,0.159813
5.50208e-03,0.1615
5.50224e-03,0.162586
5.50240e-03,0.163055
5.50256e-03,0.163
5.50272e-03,0.163273
5.50288e-03,0.164461
5.50304e-03,0.164883
5.50320e-03,0.164891
5.50336e-03,0.164898
5.50352e-03,0.164633
5.50368e-03,0.164484
5.50384e-03,0.164539
5.50400e-03,0.163789
5.50416e-03,0.162797
5.50432e-03,0.162781
5.50448e-03,0.161992
5.50464e-03,0.160711
5.50480e-03,0.159711
5.50496e-03,0.158656
5.50512e-03,0.157797
5.50528e-03,0.157156
5.50544e-03,0.156
5.50560e-03,0.153984
5.50576e-03,0.152484
5.50592e-03,0.15182
5.50608e-03,0.151352
5.50624e-03,0.150055
5.50640e-03,0.148656
5.50656e-03,0.147859
5.50672e-03,0.147805
5.50688e-03,0.147445
5.50704e-03,0.146711
5.50720e-03,0.146789
5.50736e-03,0.146164
5.50752e-03,0.145375
5.50768e-03,0.145727
5.50784e-03,0.145516
5.50800e-03,0.145602
5.50816e-03,0.145805
5.50832e-03,0.145406
5.50848e-03,0.145438
5.50864e-03,0.145648
5.50880e-03,0.145484
5.50896e-03,0.145641
5.50912e-03,0.145719
5.50928e-03,0.145539
5.50944e-03,0.145961
5.50960e-03,0.146328
5.50976e-03,0.146664
5.50992e-03,0.146875
5.51008e-03,0.146906
5.51024e-03,0.147039
5.51040e-03,0.148156
5.51056e-03,0.148789
5.51072e-03,0.148773
5.51088e-03,0.150008
5.51104e-03,0.150031
5.51120e-03,0.149297
5.51136e-03,0.149742
5.51152e-03,0.150469
5.51168e-03,0.151242
5.51184e-03,0.151156
5.51200e-03,0.150914
5.51216e-03,0.151422
5.51232e-03,0.152188
5.51248e-03,0.152703
5.51264e-03,0.152844
5.51280e-03,0.152656
5.51296e-03,0.152773
5.51312e-03,0.153234
5.51328e-03,0.153492
5.51344e-03,0.154141
5.51360e-03,0.154813
5.51376e-03,0.155188
5.51392e-03,0.155469
5.51408e-03,0.156055
5.51424e-03,0.156648
5.51440e-03,0.15682
5.51456e-03,0.156992
5.51472e-03,0.157008
5.51488e-03,0.156922
5.51504e-03,0.156914
5.51520e-03,0.156547
5.51536e-03,0.15568
5.51552e-03,0.155133
5.51568e-03,0.154383
5.51584e-03,0.153664
5.51600e-03,0.153266
5.51616e-03,0.152992
5.51632e-03,0.152297
5.51648e-03,0.151086
5.51664e-03,0.149852
5.51680e-03,0.148945
5.51696e-03,0.148641
5.51712e-03,0.14775
5.51728e-03,0.146992
5.51744e-03,0.146148
5.51760e-03,0.145891
5.51776e-03,0.145563
5.51792e-03,0.144828
5.51808e-03,0.144227
5.51824e-03,0.143383
5.51840e-03,0.143141
5.51856e-03,0.142859
5.51872e-03,0.142891
5.51888e-03,0.142797
5.51904e-03,0.14275
5.51920e-03,0.142938
5.51936e-03,0.142953
5.51952e-03,0.143984
5.51968e-03,0.14475
5.51984e-03,0.144758
5.52000e-03,0.145039
5.52016e-03,0.145594
5.52032e-03,0.146555
5.52048e-03,0.146734
5.52064e-03,0.146742
5.52080e-03,0.147227
5.52096e-03,0.148008
5.52112e-03,0.148969
5.52128e-03,0.150188
5.52144e-03,0.151008
5.52160e-03,0.151664
5.52176e-03,0.152648
5.52192e-03,0.153992
5.52208e-03,0.155008
5.52224e-03,0.155797
5.52240e-03,0.156992
5.52256e-03,0.158164
5.52272e-03,0.158977
5.52288e-03,0.16
5.52304e-03,0.160977
5.52320e-03,0.161992
5.52336e-03,0.163188
5.52352e-03,0.163055
5.52368e-03,0.163273
5.52384e-03,0.163961
5.52400e-03,0.164289
5.52416e-03,0.164719
5.52432e-03,0.165
5.52448e-03,0.164805
5.52464e-03,0.164711
5.52480e-03,0.163922
5.52496e-03,0.163445
5.52512e-03,0.163234
5.52528e-03,0.162383
5.52544e-03,0.161586
5.52560e-03,0.160742
5.52576e-03,0.159766
5.52592e-03,0.158336
5.52608e-03,0.157172
5.52624e-03,0.155977
5.52640e-03,0.154781
5.52656e-03,0.153641
5.52672e-03,0.152289
5.52688e-03,0.151445
5.52704e-03,0.151063
5.52720e-03,0.14993
5.52736e-03,0.148688
5.52752e-03,0.148594
5.52768e-03,0.148016
5.52784e-03,0.146867
5.52800e-03,0.1465
5.52816e-03,0.145977
5.52832e-03,0.14525
5.52848e-03,0.145039
5.52864e-03,0.145172
5.52880e-03,0.145141
5.52896e-03,0.145
5.52912e-03,0.144961
5.52928e-03,0.144961
5.52944e-03,0.145203
5.52960e-03,0.145461
5.52976e-03,0.146133
5.52992e-03,0.145867
5.53008e-03,0.144992
5.53024e-03,0.145836
5.53040e-03,0.14682
5.53056e-03,0.147
5.53072e-03,0.147008
5.53088e-03,0.146992
5.53104e-03,0.147008
5.53120e-03,0.147133
5.53136e-03,0.148
5.53152e-03,0.148664
5.53168e-03,0.148586
5.53184e-03,0.149328
5.53200e-03,0.149711
5.53216e-03,0.150133
5.53232e-03,0.150859
5.53248e-03,0.150914
5.53264e-03,0.150781
5.53280e-03,0.150766
5.53296e-03,0.151406
5.53312e-03,0.151422
5.53328e-03,0.151563
5.53344e-03,0.152367
5.53360e-03,0.15282
5.53376e-03,0.153008
5.53392e-03,0.152992
5.53408e-03,0.153195
5.53424e-03,0.154195
5.53440e-03,0.154234
5.53456e-03,0.154227
5.53472e-03,0.154844
5.53488e-03,0.155008
5.53504e-03,0.155234
5.53520e-03,0.156086
5.53536e-03,0.156547
5.53552e-03,0.156406
5.53568e-03,0.156875
5.53584e-03,0.157
5.53600e-03,0.156922
5.53616e-03,0.156836
5.53632e-03,0.156555
5.53648e-03,0.155656
5.53664e-03,0.154758
5.53680e-03,0.153773
5.53696e-03,0.153
5.53712e-03,0.153
5.53728e-03,0.152234
5.53744e-03,0.150953
5.53760e-03,0.150344
5.53776e-03,0.149375
5.53792e-03,0.147773
5.53808e-03,0.147008
5.53824e-03,0.146453
5.53840e-03,0.145359
5.53856e-03,0.144781
5.53872e-03,0.144867
5.53888e-03,0.144867
5.53904e-03,0.144078
5.53920e-03,0.142969
5.53936e-03,0.142766
5.53952e-03,0.142961
5.53968e-03,0.142961
5.53984e-03,0.142922
5.54000e-03,0.142922
5.54016e-03,0.143586
5.54032e-03,0.144406
5.54048e-03,0.144172
5.54064e-03,0.144352
5.54080e-03,0.144844
5.54096e-03,0.144664
5.54112e-03,0.145078
5.54128e-03,0.145922
5.54144e-03,0.146664
5.54160e-03,0.147
5.54176e-03,0.147789
5.54192e-03,0.148797
5.54208e-03,0.149398
5.54224e-03,0.150188
5.54240e-03,0.151297
5.54256e-03,0.152086
5.54272e-03,0.152578
5.54288e-03,0.153898
5.54304e-03,0.154953
5.54320e-03,0.155844
5.54336e-03,0.156797
5.54352e-03,0.157695
5.54368e-03,0.158727
5.54384e-03,0.159656
5.54400e-03,0.161336
5.54416e-03,0.162219
5.54432e-03,0.162508
5.54448e-03,0.162742
5.54464e-03,0.162836
5.54480e-03,0.163539
5.54496e-03,0.164461
5.54512e-03,0.165234
5.54528e-03,0.16518
5.54544e-03,0.164492
5.54560e-03,0.163984
5.54576e-03,0.163563
5.54592e-03,0.163109
5.54608e-03,0.162992
5.54624e-03,0.161992
5.54640e-03,0.161008
5.54656e-03,0.160969
5.54672e-03,0.159703
5.54688e-03,0.158758
5.54704e-03,0.157453
5.54720e-03,0.155438
5.54736e-03,0.154898
5.54752e-03,0.154078
5.54768e-03,0.152375
5.54784e-03,0.151188
5.54800e-03,0.15082
5.54816e-03,0.149602
5.54832e-03,0.148773
5.54848e-03,0.148461
5.54864e-03,0.147461
5.54880e-03,0.147
5.54896e-03,0.146445
5.54912e-03,0.145633
5.54928e-03,0.145195
5.54944e-03,0.144719
5.54960e-03,0.145148
5.54976e-03,0.145523
5.54992e-03,0.145102
5.55008e-03,0.145
5.55024e-03,0.145
5.55040e-03,0.145008
5.55056e-03,0.144797
5.55072e-03,0.144594
5.55088e-03,0.144789
5.55104e-03,0.145555
5.55120e-03,0.146133
5.55136e-03,0.14657
5.55152e-03,0.146992
5.55168e-03,0.146773
5.55184e-03,0.146766
5.55200e-03,0.147219
5.55216e-03,0.147469
5.55232e-03,0.148016
5.55248e-03,0.148789
5.55264e-03,0.148953
5.55280e-03,0.149094
5.55296e-03,0.149156
5.55312e-03,0.149391
5.55328e-03,0.150219
5.55344e-03,0.150813
5.55360e-03,0.150828
5.55376e-03,0.150852
5.55392e-03,0.151352
5.55408e-03,0.151602
5.55424e-03,0.151719
5.55440e-03,0.152219
5.55456e-03,0.152758
5.55472e-03,0.152836
5.55488e-03,0.152852
5.55504e-03,0.153563
5.55520e-03,0.153969
5.55536e-03,0.154219
5.55552e-03,0.154
5.55568e-03,0.154219
5.55584e-03,0.155375
5.55600e-03,0.156078
5.55616e-03,0.156719
5.55632e-03,0.156664
5.55648e-03,0.156703
5.55664e-03,0.156547
5.55680e-03,0.156047
5.55696e-03,0.156047
5.55712e-03,0.155914
5.55728e-03,0.155406
5.55744e-03,0.154906
5.55760e-03,0.154563
5.55776e-03,0.153656
5.55792e-03,0.152789
5.55808e-03,0.152344
5.55824e-03,0.151523
5.55840e-03,0.150539
5.55856e-03,0.149555
5.55872e-03,0.148922
5.55888e-03,0.148008
5.55904e-03,0.14693
5.55920e-03,0.146078
5.55936e-03,0.144945
5.55952e-03,0.144273
5.55968e-03,0.144141
5.55984e-03,0.143609
5.56000e-03,0.143016
5.56016e-03,0.14307
5.56032e-03,0.142992
5.56048e-03,0.142758
5.56064e-03,0.142836
5.56080e-03,0.142781
5.56096e-03,0.14268
5.56112e-03,0.143352
5.56128e-03,0.143547
5.56144e-03,0.143969
5.56160e-03,0.144219
5.56176e-03,0.144086
5.56192e-03,0.14475
5.56208e-03,0.145125
5.56224e-03,0.145766
5.56240e-03,0.145938
5.56256e-03,0.147156
5.56272e-03,0.148016
5.56288e-03,0.148531
5.56304e-03,0.150336
5.56320e-03,0.150945
5.56336e-03,0.151773
5.56352e-03,0.15268
5.56368e-03,0.153891
5.56384e-03,0.154539
5.56400e-03,0.154617
5.56416e-03,0.156227
5.56432e-03,0.157875
5.56448e-03,0.158719
5.56464e-03,0.159813
5.56480e-03,0.160813
5.56496e-03,0.161758
5.56512e-03,0.162563
5.56528e-03,0.162813
5.56544e-03,0.16357
5.56560e-03,0.164555
5.56576e-03,0.164555
5.56592e-03,0.16457
5.56608e-03,0.164992
5.56624e-03,0.164977
5.56640e-03,0.164445
5.56656e-03,0.163688
5.56672e-03,0.163742
5.56688e-03,0.163516
5.56704e-03,0.16257
5.56720e-03,0.161555
5.56736e-03,0.16007
5.56752e-03,0.159109
5.56768e-03,0.158688
5.56784e-03,0.157813
5.56800e-03,0.156555
5.56816e-03,0.155867
5.56832e-03,0.154516
5.56848e-03,0.152875
5.56864e-03,0.15232
5.56880e-03,0.150758
5.56896e-03,0.149375
5.56912e-03,0.148852
5.56928e-03,0.148258
5.56944e-03,0.1475
5.56960e-03,0.147
5.56976e-03,0.14657
5.56992e-03,0.145563
5.57008e-03,0.145055
5.57024e-03,0.14532
5.57040e-03,0.14532
5.57056e-03,0.145
5.57072e-03,0.145039
5.57088e-03,0.145102
5.57104e-03,0.144789
5.57120e-03,0.144789
5.57136e-03,0.145
5.57152e-03,0.145
5.57168e-03,0.145
5.57184e-03,0.145148
5.57200e-03,0.145164
5.57216e-03,0.145922
5.57232e-03,0.146719
5.57248e-03,0.146203
5.57264e-03,0.146266
5.57280e-03,0.146859
5.57296e-03,0.146906
5.57312e-03,0.147047
5.57328e-03,0.147344
5.57344e-03,0.14818
5.57360e-03,0.148977
5.57376e-03,0.149109
5.57392e-03,0.149195
5.57408e-03,0.149672
5.57424e-03,0.149938
5.57440e-03,0.150102
5.57456e-03,0.150758
5.57472e-03,0.151008
5.57488e-03,0.151188
5.57504e-03,0.151219
5.57520e-03,0.151797
5.57536e-03,0.15275
5.57552e-03,0.152789
5.57568e-03,0.152805
5.57584e-03,0.1535
5.57600e-03,0.153516
5.57616e-03,0.153758
5.57632e-03,0.154742
5.57648e-03,0.154586
5.57664e-03,0.15482
5.57680e-03,0.155859
5.57696e-03,0.155469
5.57712e-03,0.155609
5.57728e-03,0.156484
5.57744e-03,0.156711
5.57760e-03,0.156953
5.57776e-03,0.156313
5.57792e-03,0.155898
5.57808e-03,0.155789
5.57824e-03,0.15525
5.57840e-03,0.155
5.57856e-03,0.154805
5.57872e-03,0.1535
5.57888e-03,0.151984
5.57904e-03,0.151297
5.57920e-03,0.150484
5.57936e-03,0.149484
5.57952e-03,0.148773
5.57968e-03,0.148039
5.57984e-03,0.146852
5.58000e-03,0.145984
5.58016e-03,0.145398
5.58032e-03,0.145008
5.58048e-03,0.144016
5.58064e-03,0.143031
5.58080e-03,0.143617
5.58096e-03,0.143477
5.58112e-03,0.14268
5.58128e-03,0.142586
5.58144e-03,0.142742
5.58160e-03,0.142859
5.58176e-03,0.142922
5.58192e-03,0.14275
5.58208e-03,0.14275
5.58224e-03,0.143
5.58240e-03,0.143969
5.58256e-03,0.144758
5.58272e-03,0.144594
5.58288e-03,0.14482
5.58304e-03,0.145516
5.58320e-03,0.1465
5.58336e-03,0.147
5.58352e-03,0.147359
5.58368e-03,0.148344
